ref_date,geo,labour_force_characteristics,uom,value
2022-10,New Brunswick,Unemployment rate,Percent,6.2
2022-10,Ontario,Population,Persons in thousands,12642.9
2022-10,Ontario,Unemployment rate,Percent,5.2
2022-10,Manitoba,Population,Persons in thousands,1085.4
2022-10,Manitoba,Unemployment rate,Percent,4
2022-10,Saskatchewan,Population,Persons in thousands,900.1
2022-10,Saskatchewan,Unemployment rate,Percent,4.1
2022-10,Alberta,Population,Persons in thousands,3626.1
2022-10,Alberta,Unemployment rate,Percent,4.7
2022-10,British Columbia,Population,Persons in thousands,4467.9
2022-10,British Columbia,Unemployment rate,Percent,4.2
2022-11,Newfoundland and Labrador,Population,Persons in thousands,455.2
2022-11,Newfoundland and Labrador,Unemployment rate,Percent,9.9
2022-11,Prince Edward Island,Population,Persons in thousands,141.3
2022-11,Prince Edward Island,Unemployment rate,Percent,7.5
2022-11,Nova Scotia,Population,Persons in thousands,860.5
2022-11,Nova Scotia,Unemployment rate,Percent,5.5
2022-11,New Brunswick,Population,Persons in thousands,675.7
2022-11,New Brunswick,Unemployment rate,Percent,7
2022-11,Ontario,Population,Persons in thousands,12666.6
2022-11,Ontario,Unemployment rate,Percent,5
2022-11,Manitoba,Population,Persons in thousands,1087
2022-11,Manitoba,Unemployment rate,Percent,3.8
2022-11,Saskatchewan,Population,Persons in thousands,901.8
2022-11,Saskatchewan,Unemployment rate,Percent,3.9
2022-11,Alberta,Population,Persons in thousands,3634.8
2022-11,Alberta,Unemployment rate,Percent,5.6
2022-11,British Columbia,Population,Persons in thousands,4474.2
2022-11,British Columbia,Unemployment rate,Percent,4.2
2022-12,Newfoundland and Labrador,Population,Persons in thousands,455.6
2022-12,Newfoundland and Labrador,Unemployment rate,Percent,9.5
2022-12,Prince Edward Island,Population,Persons in thousands,141.5
2022-12,Prince Edward Island,Unemployment rate,Percent,5.9
2022-12,Nova Scotia,Population,Persons in thousands,861.7
2022-12,Nova Scotia,Unemployment rate,Percent,5.9
2022-12,New Brunswick,Population,Persons in thousands,676.9
2022-12,New Brunswick,Unemployment rate,Percent,7.4
2022-12,Ontario,Population,Persons in thousands,12688.7
2022-12,Ontario,Unemployment rate,Percent,4.5
2022-12,Manitoba,Population,Persons in thousands,1088.6
2022-12,Manitoba,Unemployment rate,Percent,4.1
2022-12,Saskatchewan,Population,Persons in thousands,903.1
2022-12,Saskatchewan,Unemployment rate,Percent,4
2022-12,Alberta,Population,Persons in thousands,3644
2022-12,Alberta,Unemployment rate,Percent,5.3
2022-12,British Columbia,Population,Persons in thousands,4480.7
2022-12,British Columbia,Unemployment rate,Percent,3.8
2023-01,Newfoundland and Labrador,Population,Persons in thousands,456.4
2023-01,Newfoundland and Labrador,Unemployment rate,Percent,13.4
2023-01,Prince Edward Island,Population,Persons in thousands,142.2
2023-01,Prince Edward Island,Unemployment rate,Percent,9.5
2023-01,Nova Scotia,Population,Persons in thousands,864
2023-01,Nova Scotia,Unemployment rate,Percent,5.6
2023-01,New Brunswick,Population,Persons in thousands,678.6
2023-01,New Brunswick,Unemployment rate,Percent,8.4
2023-01,Ontario,Population,Persons in thousands,12719
2023-01,Ontario,Unemployment rate,Percent,5.4
2023-01,Manitoba,Population,Persons in thousands,1091.1
2023-01,Manitoba,Unemployment rate,Percent,4.4
2023-01,Saskatchewan,Population,Persons in thousands,905
2023-01,Saskatchewan,Unemployment rate,Percent,4.5
2023-01,Alberta,Population,Persons in thousands,3657.9
2023-01,Alberta,Unemployment rate,Percent,6.4
2023-01,British Columbia,Population,Persons in thousands,4491.1
2023-01,British Columbia,Unemployment rate,Percent,4.9
2023-02,Newfoundland and Labrador,Population,Persons in thousands,457.2
2023-02,Newfoundland and Labrador,Unemployment rate,Percent,11.5
2023-02,Prince Edward Island,Population,Persons in thousands,143
2023-02,Prince Edward Island,Unemployment rate,Percent,8.9
2023-02,Nova Scotia,Population,Persons in thousands,866.5
2023-02,Nova Scotia,Unemployment rate,Percent,6.3
2023-02,New Brunswick,Population,Persons in thousands,680.4
2023-02,New Brunswick,Unemployment rate,Percent,6.8
2023-02,Ontario,Population,Persons in thousands,12752.8
2023-02,Ontario,Unemployment rate,Percent,5.1
2023-02,Manitoba,Population,Persons in thousands,1094.5
2023-02,Manitoba,Unemployment rate,Percent,4.8
2023-02,Saskatchewan,Population,Persons in thousands,907
2023-02,Saskatchewan,Unemployment rate,Percent,4.5
2023-02,Alberta,Population,Persons in thousands,3670.8
2023-02,Alberta,Unemployment rate,Percent,6.3
2023-02,British Columbia,Population,Persons in thousands,4505.2
2023-02,British Columbia,Unemployment rate,Percent,5.3
2023-03,Newfoundland and Labrador,Population,Persons in thousands,457.8
2023-03,Newfoundland and Labrador,Unemployment rate,Percent,12
2023-03,Prince Edward Island,Population,Persons in thousands,143.7
2023-03,Prince Edward Island,Unemployment rate,Percent,8.5
2023-03,Nova Scotia,Population,Persons in thousands,869
2023-03,Nova Scotia,Unemployment rate,Percent,6.4
2023-03,New Brunswick,Population,Persons in thousands,682.2
2023-03,New Brunswick,Unemployment rate,Percent,6.6
2023-03,Ontario,Population,Persons in thousands,12787.3
2023-03,Ontario,Unemployment rate,Percent,5.4
2023-03,Manitoba,Population,Persons in thousands,1097.6
2023-03,Manitoba,Unemployment rate,Percent,4.8
2023-03,Saskatchewan,Population,Persons in thousands,909.2
2023-03,Saskatchewan,Unemployment rate,Percent,5.2
2023-03,Alberta,Population,Persons in thousands,3684.1
2023-03,Alberta,Unemployment rate,Percent,6.2
2023-03,British Columbia,Population,Persons in thousands,4519.6
2023-03,British Columbia,Unemployment rate,Percent,4.8
2023-04,Newfoundland and Labrador,Population,Persons in thousands,458.2
2023-04,Newfoundland and Labrador,Unemployment rate,Percent,11.6
2023-04,Prince Edward Island,Population,Persons in thousands,144.2
2023-04,Prince Edward Island,Unemployment rate,Percent,9.1
2023-04,Nova Scotia,Population,Persons in thousands,871.3
2023-04,Nova Scotia,Unemployment rate,Percent,6.7
2023-04,New Brunswick,Population,Persons in thousands,684
2023-04,New Brunswick,Unemployment rate,Percent,7.1
2023-04,Ontario,Population,Persons in thousands,12819.1
2023-04,Ontario,Unemployment rate,Percent,4.8
2023-04,Manitoba,Population,Persons in thousands,1100
2023-04,Manitoba,Unemployment rate,Percent,5.2
2023-04,Saskatchewan,Population,Persons in thousands,910.9
2023-04,Saskatchewan,Unemployment rate,Percent,5.4
2023-04,Alberta,Population,Persons in thousands,3696.8
2023-04,Alberta,Unemployment rate,Percent,6.3
2023-04,British Columbia,Population,Persons in thousands,4531.9
2023-04,British Columbia,Unemployment rate,Percent,5.1
2023-05,Newfoundland and Labrador,Population,Persons in thousands,458.9
2023-05,Newfoundland and Labrador,Unemployment rate,Percent,10.3
2023-05,Prince Edward Island,Population,Persons in thousands,144.8
2023-05,Prince Edward Island,Unemployment rate,Percent,5.8
2023-05,Nova Scotia,Population,Persons in thousands,873.9
2023-05,Nova Scotia,Unemployment rate,Percent,5.4
2023-05,New Brunswick,Population,Persons in thousands,686.1
2023-05,New Brunswick,Unemployment rate,Percent,6
2023-05,Ontario,Population,Persons in thousands,12857.2
2023-05,Ontario,Unemployment rate,Percent,5.8
2023-05,Manitoba,Population,Persons in thousands,1103.2
2023-05,Manitoba,Unemployment rate,Percent,4.7
2023-05,Saskatchewan,Population,Persons in thousands,913.1
2023-05,Saskatchewan,Unemployment rate,Percent,4.2
2023-05,Alberta,Population,Persons in thousands,3712.7
2023-05,Alberta,Unemployment rate,Percent,5.5
2023-05,British Columbia,Population,Persons in thousands,4546.2
2023-05,British Columbia,Unemployment rate,Percent,5.1
2023-06,Newfoundland and Labrador,Population,Persons in thousands,459.4
2023-06,Newfoundland and Labrador,Unemployment rate,Percent,8.1
2023-06,Prince Edward Island,Population,Persons in thousands,145.2
2023-06,Prince Edward Island,Unemployment rate,Percent,6
2023-06,Nova Scotia,Population,Persons in thousands,875.8
2023-06,Nova Scotia,Unemployment rate,Percent,6
2023-06,New Brunswick,Population,Persons in thousands,687.8
2023-06,New Brunswick,Unemployment rate,Percent,5.3
2023-06,Ontario,Population,Persons in thousands,12898.6
2023-06,Ontario,Unemployment rate,Percent,5.5
2023-06,Manitoba,Population,Persons in thousands,1106.2
2023-06,Manitoba,Unemployment rate,Percent,4.1
2023-06,Saskatchewan,Population,Persons in thousands,915.6
2023-06,Saskatchewan,Unemployment rate,Percent,4.4
2023-06,Alberta,Population,Persons in thousands,3727
2023-06,Alberta,Unemployment rate,Percent,5.6
2023-06,British Columbia,Population,Persons in thousands,4559.9
2023-06,British Columbia,Unemployment rate,Percent,5.4
2023-07,Newfoundland and Labrador,Population,Persons in thousands,460.1
2023-07,Newfoundland and Labrador,Unemployment rate,Percent,8
2023-07,Prince Edward Island,Population,Persons in thousands,145.8
2023-07,Prince Edward Island,Unemployment rate,Percent,7.1
2023-07,Nova Scotia,Population,Persons in thousands,878.4
2023-07,Nova Scotia,Unemployment rate,Percent,7.7
2023-07,New Brunswick,Population,Persons in thousands,690
2023-07,New Brunswick,Unemployment rate,Percent,6.2
2023-07,Ontario,Population,Persons in thousands,12938.4
2023-07,Ontario,Unemployment rate,Percent,6.2
2023-07,Manitoba,Population,Persons in thousands,1109.4
2023-07,Manitoba,Unemployment rate,Percent,5.7
2023-07,Saskatchewan,Population,Persons in thousands,918.1
2023-07,Saskatchewan,Unemployment rate,Percent,5.4
2023-07,Alberta,Population,Persons in thousands,3741.3
2023-07,Alberta,Unemployment rate,Percent,6.4
2023-07,British Columbia,Population,Persons in thousands,4573.4
2023-07,British Columbia,Unemployment rate,Percent,6
2023-08,Newfoundland and Labrador,Population,Persons in thousands,460.6
2023-08,Newfoundland and Labrador,Unemployment rate,Percent,7.9
2023-08,Prince Edward Island,Population,Persons in thousands,146.3
2023-08,Prince Edward Island,Unemployment rate,Percent,6.4
2023-08,Nova Scotia,Population,Persons in thousands,880.6
2023-08,Nova Scotia,Unemployment rate,Percent,7.5
2023-08,New Brunswick,Population,Persons in thousands,692.1
2023-08,New Brunswick,Unemployment rate,Percent,7.8
2023-08,Ontario,Population,Persons in thousands,12981.3
2023-08,Ontario,Unemployment rate,Percent,6.8
2023-08,Manitoba,Population,Persons in thousands,1112.8
2023-08,Manitoba,Unemployment rate,Percent,7
2023-08,Saskatchewan,Population,Persons in thousands,920.7
2023-08,Saskatchewan,Unemployment rate,Percent,6.2
2023-08,Alberta,Population,Persons in thousands,3755.8
2023-08,Alberta,Unemployment rate,Percent,6.1
2023-08,British Columbia,Population,Persons in thousands,4587.7
2023-08,British Columbia,Unemployment rate,Percent,6
2023-09,Newfoundland and Labrador,Population,Persons in thousands,461.1
2023-09,Newfoundland and Labrador,Unemployment rate,Percent,8.3
2023-09,Prince Edward Island,Population,Persons in thousands,146.9
2023-09,Prince Edward Island,Unemployment rate,Percent,4.6
2023-09,Nova Scotia,Population,Persons in thousands,882.6
2023-09,Nova Scotia,Unemployment rate,Percent,6.5
2023-09,New Brunswick,Population,Persons in thousands,693.6
2023-09,New Brunswick,Unemployment rate,Percent,6.4
2023-09,Ontario,Population,Persons in thousands,13019.3
2023-09,Ontario,Unemployment rate,Percent,5.8
2023-09,Manitoba,Population,Persons in thousands,1115.6
2023-09,Manitoba,Unemployment rate,Percent,4.7
2023-09,Saskatchewan,Population,Persons in thousands,922.7
2023-09,Saskatchewan,Unemployment rate,Percent,4.1
2023-09,Alberta,Population,Persons in thousands,3769.2
2023-09,Alberta,Unemployment rate,Percent,5.2
2023-09,British Columbia,Population,Persons in thousands,4600.5
2023-09,British Columbia,Unemployment rate,Percent,4.9
2023-10,Newfoundland and Labrador,Population,Persons in thousands,461.7
2023-10,Newfoundland and Labrador,Unemployment rate,Percent,9
2023-10,Prince Edward Island,Population,Persons in thousands,147.1
2023-10,Prince Edward Island,Unemployment rate,Percent,5
2023-10,Nova Scotia,Population,Persons in thousands,884.4
2023-10,Nova Scotia,Unemployment rate,Percent,6.1
2023-10,New Brunswick,Population,Persons in thousands,695
2023-10,New Brunswick,Unemployment rate,Percent,5.5
2023-10,Ontario,Population,Persons in thousands,13059.9
2023-10,Ontario,Unemployment rate,Percent,5.9
2023-10,Manitoba,Population,Persons in thousands,1118.2
2023-10,Manitoba,Unemployment rate,Percent,4.5
2023-10,Saskatchewan,Population,Persons in thousands,924.7
2023-10,Saskatchewan,Unemployment rate,Percent,3.6
2023-10,Alberta,Population,Persons in thousands,3783.3
2023-10,Alberta,Unemployment rate,Percent,5
2023-10,British Columbia,Population,Persons in thousands,4612.4
2023-10,British Columbia,Unemployment rate,Percent,4.7
2023-11,Newfoundland and Labrador,Population,Persons in thousands,462.2
2023-11,Newfoundland and Labrador,Unemployment rate,Percent,9.6
2023-11,Prince Edward Island,Population,Persons in thousands,147.5
2023-11,Prince Edward Island,Unemployment rate,Percent,7.9
2023-11,Nova Scotia,Population,Persons in thousands,886.5
2023-11,Nova Scotia,Unemployment rate,Percent,6.5
2023-11,New Brunswick,Population,Persons in thousands,696.5
2023-11,New Brunswick,Unemployment rate,Percent,6.3
2023-11,Ontario,Population,Persons in thousands,13100.3
2023-11,Ontario,Unemployment rate,Percent,5.4
2023-11,Manitoba,Population,Persons in thousands,1121
2023-11,Manitoba,Unemployment rate,Percent,4.5
2023-11,Saskatchewan,Population,Persons in thousands,926.9
2023-11,Saskatchewan,Unemployment rate,Percent,4.4
2023-11,Alberta,Population,Persons in thousands,3797.6
2023-11,Alberta,Unemployment rate,Percent,5.7
2023-11,British Columbia,Population,Persons in thousands,4624.9
2023-11,British Columbia,Unemployment rate,Percent,5.1
2023-12,Newfoundland and Labrador,Population,Persons in thousands,462.8
2023-12,Newfoundland and Labrador,Unemployment rate,Percent,10.3
2023-12,Prince Edward Island,Population,Persons in thousands,147.9
2023-12,Prince Edward Island,Unemployment rate,Percent,8.2
2023-12,Nova Scotia,Population,Persons in thousands,888.4
2023-12,Nova Scotia,Unemployment rate,Percent,5.6
2023-12,New Brunswick,Population,Persons in thousands,698
2023-12,New Brunswick,Unemployment rate,Percent,6.5
2023-12,Ontario,Population,Persons in thousands,13142
2023-12,Ontario,Unemployment rate,Percent,5.4
2023-12,Manitoba,Population,Persons in thousands,1123.9
2023-12,Manitoba,Unemployment rate,Percent,4
2023-12,Saskatchewan,Population,Persons in thousands,928.8
2023-12,Saskatchewan,Unemployment rate,Percent,4.7
2023-12,Alberta,Population,Persons in thousands,3811.4
2023-12,Alberta,Unemployment rate,Percent,5.9
2023-12,British Columbia,Population,Persons in thousands,4637.8
2023-12,British Columbia,Unemployment rate,Percent,5.1
2024-01,Newfoundland and Labrador,Population,Persons in thousands,463.4
2024-01,Newfoundland and Labrador,Unemployment rate,Percent,12.3
2024-01,Prince Edward Island,Population,Persons in thousands,148.5
2024-01,Prince Edward Island,Unemployment rate,Percent,9.4
2024-01,Nova Scotia,Population,Persons in thousands,891.2
2024-01,Nova Scotia,Unemployment rate,Percent,7.4
2024-01,New Brunswick,Population,Persons in thousands,700.1
2024-01,New Brunswick,Unemployment rate,Percent,8.4
2024-01,Ontario,Population,Persons in thousands,13188.9
2024-01,Ontario,Unemployment rate,Percent,6.3
2024-01,Manitoba,Population,Persons in thousands,1128
2024-01,Manitoba,Unemployment rate,Percent,4.1
2024-01,Saskatchewan,Population,Persons in thousands,931.6
2024-01,Saskatchewan,Unemployment rate,Percent,5.1
2024-01,Alberta,Population,Persons in thousands,3828.8
2024-01,Alberta,Unemployment rate,Percent,6.7
2024-01,British Columbia,Population,Persons in thousands,4653.8
2024-01,British Columbia,Unemployment rate,Percent,5.7
2024-02,Newfoundland and Labrador,Population,Persons in thousands,463.9
2024-02,Newfoundland and Labrador,Unemployment rate,Percent,11.5
2024-02,Prince Edward Island,Population,Persons in thousands,148.9
2024-02,Prince Edward Island,Unemployment rate,Percent,9
2024-02,Nova Scotia,Population,Persons in thousands,893.7
2024-02,Nova Scotia,Unemployment rate,Percent,6.4
2024-02,New Brunswick,Population,Persons in thousands,702
2024-02,New Brunswick,Unemployment rate,Percent,7.8
2024-02,Ontario,Population,Persons in thousands,13232.4
2024-02,Ontario,Unemployment rate,Percent,6.5
2024-02,Manitoba,Population,Persons in thousands,1131.3
2024-02,Manitoba,Unemployment rate,Percent,4.7
2024-02,Saskatchewan,Population,Persons in thousands,933.9
2024-02,Saskatchewan,Unemployment rate,Percent,5.1
2024-02,Alberta,Population,Persons in thousands,3842.3
2024-02,Alberta,Unemployment rate,Percent,6.6
2024-02,British Columbia,Population,Persons in thousands,4668.4
